timestamp,presion_bar,temperatura_C,caudal_lmin,potencia_motor_W,vibracion_mms,efic_enfriamiento_pct,presion_acumulador_bar
2024-01-01 06:47:00,153.31,47.44,8.019,2271.2,0.594,68.7,130
2024-01-01 06:48:00,135.5,46.99,7.316,2137.3,1.229,62.8,100
2024-01-01 06:49:00,125.14,47.15,8.105,2100.8,2.602,72.2,90
2024-01-01 06:50:00,137.66,36.27,8.34,2026.1,0.787,95.0,100
2024-01-01 06:51:00,143.96,36.44,7.812,2110.2,1.251,98.3,115
2024-01-01 06:52:00,120.05,35.19,8.293,2011.1,1.46,95.7,90
2024-01-01 06:53:00,144.09,34.37,8.255,2189.1,0.522,97.7,115
2024-01-01 06:54:00,140.93,35.35,8.304,2373.5,1.348,95.9,115
2024-01-01 06:55:00,146.04,35.32,8.517,2235.7,2.159,95.2,115
2024-01-01 06:56:00,140.82,60.23,8.167,2188.6,0.88,24.2,115
2024-01-01 06:57:00,132.53,47.67,8.419,2154.5,0.643,60.5,100
2024-01-01 06:58:00,144.09,58.47,7.48,2068.0,2.608,17.5,115
2024-01-01 06:59:00,158.86,46.46,7.815,2237.7,1.376,79.7,130
2024-01-01 07:00:00,152.32,46.23,8.063,2250.1,0.64,72.7,130
2024-01-01 07:01:00,155.03,48.0,7.798,2228.4,1.437,66.2,130
2024-01-01 07:02:00,146.45,35.33,8.203,2328.8,1.506,95.9,115
2024-01-01 07:03:00,158.71,46.59,8.063,2362.8,1.203,67.1,130
2024-01-01 07:04:00,156.94,47.43,8.018,2213.2,2.248,78.8,130
2024-01-01 07:05:00,137.73,46.53,8.554,2048.7,0.799,64.7,100
2024-01-01 07:06:00,137.16,59.99,8.234,2049.2,0.605,34.3,100
2024-01-01 07:07:00,131.98,36.95,7.767,2135.1,1.209,96.5,100
2024-01-01 07:08:00,145.9,61.43,7.959,2246.0,0.504,32.7,115
2024-01-01 07:09:00,127.12,35.17,8.501,2103.3,1.516,95.9,90
2024-01-01 07:10:00,122.61,35.35,8.28,1988.8,0.544,97.5,90
2024-01-01 07:11:00,133.55,46.5,8.678,2135.7,0.538,71.5,100
2024-01-01 07:12:00,142.99,58.46,8.539,2225.5,0.568,13.3,115
2024-01-01 07:13:00,156.93,36.33,8.044,2405.8,1.222,96.8,130
2024-01-01 07:14:00,124.83,37.44,8.774,2131.9,1.211,97.6,90
2024-01-01 07:15:00,154.2,35.15,8.807,2195.2,0.912,96.0,130
2024-01-01 07:16:00,151.8,34.85,7.486,2159.3,0.572,99.9,130
2024-01-01 07:17:00,144.83,59.78,8.213,2221.1,0.675,35.2,115
2024-01-01 07:18:00,153.58,47.07,7.98,2259.0,1.59,71.2,130
2024-01-01 07:19:00,125.61,59.09,8.096,1993.1,1.258,15.6,90
2024-01-01 07:20:00,142.14,35.13,7.874,2169.5,1.433,97.1,115
2024-01-01 07:21:00,145.44,36.31,7.823,2276.4,1.8,98.2,115
2024-01-01 07:22:00,133.9,47.1,8.56,2029.7,0.61,78.3,100
2024-01-01 07:23:00,141.88,61.02,7.733,2377.9,1.512,17.5,115
2024-01-01 07:24:00,151.68,47.29,8.237,2252.6,1.055,60.7,130
2024-01-01 07:25:00,142.06,46.13,7.66,2280.6,1.211,63.0,115
2024-01-01 07:26:00,134.48,35.04,8.708,2096.5,0.576,96.2,100
2024-01-01 07:27:00,145.3,35.7,8.212,2108.5,0.77,95.7,115
2024-01-01 07:28:00,135.67,34.6,8.498,2138.3,1.276,98.2,100
2024-01-01 07:29:00,155.77,46.0,8.278,2209.7,0.503,78.2,130
2024-01-01 07:30:00,153.1,59.05,8.099,2321.8,1.529,39.8,130
2024-01-01 07:31:00,157.65,35.91,8.227,2308.0,1.236,98.8,130
2024-01-01 07:32:00,153.89,35.21,8.803,2254.4,1.277,98.9,130
2024-01-01 07:33:00,136.13,47.95,7.841,2162.1,0.983,60.0,100
2024-01-01 07:34:00,134.59,34.78,7.18,2233.1,1.247,97.6,100
2024-01-01 07:35:00,155.94,45.03,7.885,2301.2,1.65,64.3,130
2024-01-01 07:36:00,144.46,46.9,7.716,2171.7,0.61,71.6,115
2024-01-01 07:37:00,135.98,48.32,8.587,2182.0,1.701,73.1,100
2024-01-01 07:38:00,154.98,60.03,8.13,2345.3,2.519,18.4,130
2024-01-01 07:39:00,157.03,58.9,8.531,2287.2,0.607,24.4,130
2024-01-01 07:40:00,122.95,58.7,8.213,2179.9,2.61,15.0,90
2024-01-01 07:41:00,140.58,36.46,8.203,2206.0,0.7,97.8,115
2024-01-01 07:42:00,122.57,46.35,8.266,2189.0,0.629,79.9,90
2024-01-01 07:43:00,157.67,48.23,8.792,2257.6,0.651,78.9,130
2024-01-01 07:44:00,134.61,36.02,8.275,2218.0,1.213,95.2,100
2024-01-01 07:45:00,155.23,46.38,8.644,2292.4,0.83,71.2,130
2024-01-01 07:46:00,152.37,47.93,8.618,2331.5,2.169,67.0,130
2024-01-01 07:47:00,145.16,34.76,8.135,2067.9,2.163,97.7,115
2024-01-01 07:48:00,152.44,45.84,8.17,2483.5,1.451,73.0,130
2024-01-01 07:49:00,152.81,59.31,8.049,2335.4,0.593,34.0,130
2024-01-01 07:50:00,153.99,47.61,8.713,2391.3,2.244,69.9,130
2024-01-01 07:51:00,156.11,60.91,7.824,2199.8,2.209,25.4,130
2024-01-01 07:52:00,136.38,35.18,7.911,2163.7,0.64,98.5,100
2024-01-01 07:53:00,146.45,34.01,8.09,2215.6,1.25,98.0,115
2024-01-01 07:54:00,151.03,34.25,7.741,2225.4,1.632,97.0,130
2024-01-01 07:55:00,154.98,34.65,7.963,2412.8,1.388,95.9,130
2024-01-01 07:56:00,154.51,34.46,8.654,2321.7,0.553,95.0,130
2024-01-01 07:57:00,141.17,47.21,8.461,2225.7,0.519,61.8,115
2024-01-01 07:58:00,155.04,37.05,8.032,2360.0,0.653,95.5,130
2024-01-01 07:59:00,134.37,47.64,8.521,2081.6,0.626,76.4,100
2024-01-01 08:00:00,156.28,34.6,9.033,2322.9,1.739,98.8,130
2024-01-01 08:01:00,155.2,34.94,8.325,2317.2,2.152,97.3,130
2024-01-01 08:02:00,123.63,46.6,8.768,2080.7,2.527,65.7,90
2024-01-01 08:03:00,137.31,60.31,8.541,2232.2,1.491,38.6,100
2024-01-01 08:04:00,149.45,48.26,8.082,2276.0,1.329,65.2,130
2024-01-01 08:05:00,134.84,46.63,8.279,2107.6,0.914,77.9,100
2024-01-01 08:06:00,140.59,36.73,8.411,2180.9,1.596,97.1,115
2024-01-01 08:07:00,132.72,37.18,7.902,2097.5,0.751,95.5,100
2024-01-01 08:08:00,146.31,59.72,7.156,2318.2,0.521,27.6,115
2024-01-01 08:09:00,131.81,46.7,7.866,2144.3,1.235,73.2,100
2024-01-01 08:10:00,121.44,46.71,7.337,2151.8,0.679,74.7,90
2024-01-01 08:11:00,160.95,47.05,7.899,2331.7,0.556,65.5,130
2024-01-01 08:12:00,141.6,59.71,7.517,2160.1,2.26,11.2,115
2024-01-01 08:13:00,149.13,47.71,8.552,2109.4,0.665,68.3,115
2024-01-01 08:14:00,154.57,34.26,7.727,2193.8,0.677,96.1,130
2024-01-01 08:15:00,153.69,46.57,8.418,2238.7,0.669,67.5,130
2024-01-01 08:16:00,156.42,47.26,8.507,2391.6,0.595,73.9,130
2024-01-01 08:17:00,148.34,36.2,8.481,2334.1,0.547,96.8,115
2024-01-01 08:18:00,142.13,48.76,7.453,2237.4,1.346,79.3,115
2024-01-01 08:19:00,143.72,34.47,8.649,2304.2,0.637,96.1,115
2024-01-01 08:20:00,157.12,34.98,8.368,2265.6,2.164,96.3,130
2024-01-01 08:21:00,145.72,45.19,8.522,2179.8,0.511,63.6,115
2024-01-01 08:22:00,127.75,46.11,8.932,2131.7,0.546,64.4,90
2024-01-01 08:23:00,156.29,45.58,8.518,2323.3,1.36,60.3,130
2024-01-01 08:24:00,149.52,46.58,7.727,2288.7,1.353,68.8,115
2024-01-01 08:25:00,135.45,59.82,8.461,2154.1,1.229,27.3,100
2024-01-01 08:26:00,135.55,35.88,7.599,2120.0,2.286,96.3,100
2024-01-01 08:27:00,145.8,46.76,8.175,2212.7,0.61,66.0,115
2024-01-01 08:28:00,124.64,60.38,7.999,2094.6,0.712,18.7,90
2024-01-01 08:29:00,157.12,47.09,8.204,2329.2,2.538,78.6,130
2024-01-01 08:30:00,125.59,34.67,7.596,1995.4,0.574,96.3,90
2024-01-01 08:31:00,156.97,45.65,7.642,2300.3,0.585,70.2,130
2024-01-01 08:32:00,157.36,60.47,8.02,2188.4,0.726,21.0,130
2024-01-01 08:33:00,156.07,48.32,8.111,2282.1,1.796,61.6,130
2024-01-01 08:34:00,136.25,37.53,8.03,2076.3,0.633,96.3,100
2024-01-01 08:35:00,142.47,47.75,8.78,1986.3,0.537,73.3,115
2024-01-01 08:36:00,153.62,36.67,8.369,2486.8,1.047,96.5,130
2024-01-01 08:37:00,157.11,35.87,8.358,2248.2,1.327,95.9,130
2024-01-01 08:38:00,128.56,47.24,8.047,1994.7,0.623,68.7,90
2024-01-01 08:39:00,130.15,35.59,7.643,2279.8,0.655,95.6,100
2024-01-01 08:40:00,143.58,46.92,8.198,2136.2,1.258,61.0,115
2024-01-01 08:41:00,145.06,35.99,8.923,2113.9,2.407,99.3,115
2024-01-01 08:42:00,142.8,35.08,8.29,2213.6,1.405,96.9,115
2024-01-01 08:43:00,152.94,46.88,8.645,2270.4,1.82,74.4,130
2024-01-01 08:44:00,126.19,59.06,8.696,2018.9,0.546,26.2,90
2024-01-01 08:45:00,158.95,35.88,8.424,2236.6,0.693,97.6,130
2024-01-01 08:46:00,139.92,46.23,8.288,2214.9,0.645,73.8,115
2024-01-01 08:47:00,154.57,47.03,7.805,2440.9,2.55,62.2,130
2024-01-01 08:48:00,146.16,60.4,8.117,2101.1,0.506,29.6,115
2024-01-01 08:49:00,146.95,35.97,8.056,2297.2,2.386,99.0,115
2024-01-01 08:50:00,145.8,36.12,8.332,2352.7,2.295,98.8,115
2024-01-01 08:51:00,159.4,59.83,7.634,2259.9,0.687,27.1,130
2024-01-01 08:52:00,145.07,47.39,7.985,2260.1,0.916,76.1,115
2024-01-01 08:53:00,158.28,46.61,8.362,2300.2,0.678,76.0,130
2024-01-01 08:54:00,153.38,33.92,7.919,2172.5,0.752,98.3,130
2024-01-01 08:55:00,155.14,60.42,7.834,2407.5,0.708,35.2,130
2024-01-01 08:56:00,131.97,35.74,7.883,2152.8,2.114,97.5,100
2024-01-01 08:57:00,147.25,47.81,8.091,2188.3,0.524,77.5,115
2024-01-01 08:58:00,144.7,35.48,7.248,2108.3,0.583,97.2,115
2024-01-01 08:59:00,135.89,58.72,7.902,2191.7,0.725,19.6,100
2024-01-01 09:00:00,134.22,46.93,8.581,2162.2,2.105,74.5,100
2024-01-01 09:01:00,146.47,60.71,8.33,2278.5,1.496,21.1,115
2024-01-01 09:02:00,155.99,35.88,8.368,2354.4,2.145,99.0,130
2024-01-01 09:03:00,152.51,35.38,7.469,2244.9,2.264,96.6,130
2024-01-01 09:04:00,142.66,45.67,8.034,1956.4,0.545,73.0,115
2024-01-01 09:05:00,144.93,34.68,8.154,2221.2,0.539,97.2,115
2024-01-01 09:06:00,136.65,35.88,8.386,2135.8,0.581,98.0,100
2024-01-01 09:07:00,129.66,45.67,8.644,2083.1,1.009,79.0,90
2024-01-01 09:08:00,155.76,46.75,8.582,2431.4,1.254,75.6,130
2024-01-01 09:09:00,157.52,47.03,7.966,2306.1,0.51,60.7,130
2024-01-01 09:10:00,140.97,60.92,7.975,2285.4,0.928,32.7,115
2024-01-01 09:11:00,160.03,35.99,8.765,2340.2,1.316,96.7,130
2024-01-01 09:12:00,156.51,36.27,8.056,2199.2,1.394,96.4,130
2024-01-01 09:13:00,124.88,35.74,7.767,1966.8,1.634,96.6,90
2024-01-01 09:14:00,154.59,46.32,8.117,2402.3,0.782,66.3,130
2024-01-01 09:15:00,122.23,46.51,8.74,1999.6,2.418,71.3,90
2024-01-01 09:16:00,132.95,34.75,7.838,2179.5,1.331,96.4,100
2024-01-01 09:17:00,139.78,35.97,8.028,2068.1,0.733,98.7,100
2024-01-01 09:18:00,152.53,34.94,7.855,2369.7,1.864,96.2,130
2024-01-01 09:19:00,152.48,35.18,8.583,2329.8,2.541,99.2,130
2024-01-01 09:20:00,143.24,35.52,8.315,2206.2,0.69,96.6,115
2024-01-01 09:21:00,152.0,61.31,8.57,2363.3,0.518,30.6,130
2024-01-01 09:22:00,155.04,60.53,8.826,2330.8,1.279,24.9,130
2024-01-01 09:23:00,157.72,34.88,7.595,2252.2,0.551,97.6,130
2024-01-01 09:24:00,153.47,35.62,7.896,2311.0,2.189,95.2,130
2024-01-01 09:25:00,151.57,61.32,8.027,2363.5,0.53,10.7,130
2024-01-01 09:26:00,135.73,60.49,8.228,2238.6,1.236,24.7,100
2024-01-01 09:27:00,154.86,34.22,8.402,2299.7,1.518,96.1,130
2024-01-01 09:28:00,157.51,59.27,8.003,2452.9,1.227,22.1,130
2024-01-01 09:29:00,143.86,59.21,7.923,2170.4,0.542,13.8,115
2024-01-01 09:30:00,124.35,48.15,8.583,1945.5,0.538,74.8,90
2024-01-01 09:31:00,154.63,36.51,8.418,2197.1,0.592,99.1,130
2024-01-01 09:32:00,155.22,35.0,8.326,2309.2,0.737,98.8,130
2024-01-01 09:33:00,144.02,46.48,7.342,2231.0,0.706,62.9,115
2024-01-01 09:34:00,123.61,35.54,8.683,2080.0,2.358,96.9,90
2024-01-01 09:35:00,130.37,47.06,8.274,2096.6,0.76,69.3,100
2024-01-01 09:36:00,143.59,46.23,8.135,2408.1,1.201,61.3,115
2024-01-01 09:37:00,156.79,35.3,7.872,2430.9,0.731,95.6,130
2024-01-01 09:38:00,147.13,34.34,7.947,2138.5,1.431,98.7,115
2024-01-01 09:39:00,153.82,36.52,7.844,2301.8,2.113,97.4,130
2024-01-01 09:40:00,138.25,34.09,7.401,2153.9,0.611,96.4,100
2024-01-01 09:41:00,134.93,45.58,7.873,2204.9,2.116,77.3,100
2024-01-01 09:42:00,121.66,60.35,7.56,1948.1,1.242,18.1,90
2024-01-01 09:43:00,150.87,46.01,8.176,2172.9,2.235,71.2,130
2024-01-01 09:44:00,158.05,46.6,7.74,2212.5,1.202,61.8,130
2024-01-01 09:45:00,144.07,47.05,8.492,2350.3,0.52,63.3,115
2024-01-01 09:46:00,131.96,36.04,7.534,2097.6,0.518,97.8,100
2024-01-01 09:47:00,129.35,46.82,8.678,2214.7,0.527,79.9,100
2024-01-01 09:48:00,154.01,36.92,8.535,2357.1,1.21,98.6,130
2024-01-01 09:49:00,156.01,35.5,7.774,2295.6,2.289,97.5,130
2024-01-01 09:50:00,143.26,36.45,8.162,2296.2,1.239,95.0,115
2024-01-01 09:51:00,152.37,47.22,7.858,2211.8,0.897,65.7,130
2024-01-01 09:52:00,123.63,37.2,8.431,2032.3,2.532,95.3,90
2024-01-01 09:53:00,148.11,47.85,8.92,2052.7,1.435,61.1,115
2024-01-01 09:54:00,131.52,47.03,8.672,2157.8,0.513,74.7,100
2024-01-01 09:55:00,143.4,36.0,7.925,2166.6,0.944,97.6,115
2024-01-01 09:56:00,138.03,46.79,8.246,2325.2,0.608,73.2,100
2024-01-01 09:57:00,156.24,59.78,8.809,2314.7,2.14,25.4,130
2024-01-01 09:58:00,135.45,34.46,8.41,2215.5,2.402,97.3,100
2024-01-01 09:59:00,153.38,59.35,8.604,2362.2,0.585,30.4,130
2024-01-01 10:00:00,145.08,37.15,8.46,2223.8,0.641,97.3,115
2024-01-01 10:01:00,153.66,34.54,8.231,2389.4,1.472,96.7,130
2024-01-01 10:02:00,142.85,34.98,8.172,2232.6,2.121,95.6,115
2024-01-01 10:03:00,152.3,46.93,7.716,2348.0,1.237,62.4,130
2024-01-01 10:04:00,156.96,59.95,7.894,2498.6,1.892,25.8,130
2024-01-01 10:05:00,124.85,35.81,7.839,2085.4,0.75,96.2,90
2024-01-01 10:06:00,155.79,46.62,8.059,2267.8,1.253,75.0,130
2024-01-01 10:07:00,135.38,35.86,8.24,2093.4,0.671,96.5,100
2024-01-01 10:08:00,126.1,36.41,8.157,2063.4,2.142,97.1,90
2024-01-01 10:09:00,154.36,36.51,8.286,2319.4,0.901,99.0,130
2024-01-01 10:10:00,133.8,46.79,8.466,2154.7,2.219,76.9,100
2024-01-01 10:11:00,152.96,47.49,8.034,2183.4,0.829,66.1,130
2024-01-01 10:12:00,151.47,34.58,8.495,2128.9,2.815,99.2,130
2024-01-01 10:13:00,142.19,46.42,8.655,2152.5,1.291,63.7,115
2024-01-01 10:14:00,124.09,59.06,8.366,2074.7,0.53,38.1,90
2024-01-01 10:15:00,150.99,46.96,7.982,2315.1,1.779,70.0,130
2024-01-01 10:16:00,141.54,34.81,8.579,2266.4,0.563,99.4,115
2024-01-01 10:17:00,147.61,34.28,8.393,2259.0,2.189,98.6,115
2024-01-01 10:18:00,125.56,35.19,8.448,2030.0,1.213,95.8,90
2024-01-01 10:19:00,153.87,58.62,8.814,2228.3,1.407,30.4,130
2024-01-01 10:20:00,140.68,36.56,8.484,2191.7,2.307,95.9,100
2024-01-01 10:21:00,130.88,35.05,8.83,2168.1,2.4,96.8,100
2024-01-01 10:22:00,137.44,60.79,8.141,2062.5,1.785,38.4,100
2024-01-01 10:23:00,124.72,46.61,8.027,2120.0,2.212,63.2,90
2024-01-01 10:24:00,136.96,34.54,8.66,2226.6,0.605,98.2,100
2024-01-01 10:25:00,155.27,36.44,7.806,2373.2,0.704,98.6,130
2024-01-01 10:26:00,140.32,35.57,8.955,2307.2,1.42,95.5,115
2024-01-01 10:27:00,155.24,37.01,8.721,2250.0,0.618,96.6,130
2024-01-01 10:28:00,155.84,46.63,8.235,2378.1,1.003,70.6,130
2024-01-01 10:29:00,139.52,46.64,8.681,2217.4,0.511,71.5,115
2024-01-01 10:30:00,159.86,36.3,8.465,2473.6,0.782,99.0,130
2024-01-01 10:31:00,145.78,36.31,7.684,2301.5,2.147,99.9,115
2024-01-01 10:32:00,126.68,35.62,7.873,2104.4,1.337,95.4,90
2024-01-01 10:33:00,152.09,38.17,8.314,2447.3,2.481,98.2,130
2024-01-01 10:34:00,126.73,46.78,8.264,2029.5,1.28,77.7,90
2024-01-01 10:35:00,147.72,45.98,8.723,2274.1,0.96,78.4,115
2024-01-01 10:36:00,145.63,34.7,8.321,2408.8,0.62,98.9,115
2024-01-01 10:37:00,134.98,35.28,7.693,2215.1,0.743,100.0,100
2024-01-01 10:38:00,152.77,36.72,7.982,2322.1,2.357,97.6,130
2024-01-01 10:39:00,144.46,35.35,8.497,2208.4,0.56,96.8,115
2024-01-01 10:40:00,143.72,36.75,7.471,2152.5,0.962,96.1,115
2024-01-01 10:41:00,156.43,47.35,7.635,2286.8,2.127,68.5,130
2024-01-01 10:42:00,122.88,47.87,8.051,2004.5,1.378,62.0,90
2024-01-01 10:43:00,136.41,60.31,8.571,2131.6,1.029,32.1,100
2024-01-01 10:44:00,152.9,35.8,8.113,2301.2,0.506,97.5,130
2024-01-01 10:45:00,154.34,60.6,8.384,2389.1,2.252,25.5,130
2024-01-01 10:46:00,146.54,46.55,8.202,2197.3,2.157,64.5,115
2024-01-01 10:47:00,153.24,46.56,8.144,2262.3,0.543,60.4,130
2024-01-01 10:48:00,146.63,47.28,7.938,2301.0,0.553,61.5,115
2024-01-01 10:49:00,156.38,37.05,8.536,2365.7,2.566,98.4,130
2024-01-01 10:50:00,144.32,58.77,7.698,2210.5,1.311,31.0,115
2024-01-01 10:51:00,157.9,58.38,8.107,2358.1,2.154,12.3,130
2024-01-01 10:52:00,155.19,35.29,8.658,2289.0,1.725,96.3,130
2024-01-01 10:53:00,137.76,47.82,7.894,2132.9,2.178,75.7,100
2024-01-01 10:54:00,149.48,60.04,7.577,2354.3,0.757,22.4,115
2024-01-01 10:55:00,124.4,46.06,7.353,2059.0,0.654,67.0,90
2024-01-01 10:56:00,126.61,35.56,8.467,2037.5,1.427,98.9,90
2024-01-01 10:57:00,153.41,45.61,8.493,2311.4,1.24,61.5,130
2024-01-01 10:58:00,152.42,36.0,8.062,2152.8,2.327,95.7,130
2024-01-01 10:59:00,134.51,59.75,7.692,2136.6,0.973,29.8,100
2024-01-01 11:00:00,121.59,59.93,8.142,2090.4,2.121,17.1,90
2024-01-01 11:01:00,132.66,47.34,8.671,2308.5,0.579,77.3,100
2024-01-01 11:02:00,156.48,47.16,7.692,2317.4,1.919,73.1,130
2024-01-01 11:03:00,123.72,35.07,8.623,2105.0,0.551,96.2,90
2024-01-01 11:04:00,156.78,36.33,7.522,2337.7,1.212,97.5,130
2024-01-01 11:05:00,135.75,36.14,7.745,2331.5,1.211,97.4,100
2024-01-01 11:06:00,129.63,45.58,8.244,2150.2,0.564,72.1,90
2024-01-01 11:07:00,156.31,46.82,8.579,2193.9,0.637,69.7,130
2024-01-01 11:08:00,127.79,34.64,8.789,2168.3,1.263,96.3,90
2024-01-01 11:09:00,156.0,45.99,8.597,2234.4,2.166,68.6,130
2024-01-01 11:10:00,125.78,47.43,8.821,2017.7,0.856,70.2,90
2024-01-01 11:11:00,157.91,59.66,8.273,2206.0,0.791,18.3,130
2024-01-01 11:12:00,126.67,59.89,7.951,2215.8,0.574,28.3,90
2024-01-01 11:13:00,155.53,34.96,8.674,2404.9,2.185,97.2,130
2024-01-01 11:14:00,135.51,35.8,8.745,2248.5,1.199,95.5,100
2024-01-01 11:15:00,146.35,36.04,8.572,2312.9,1.1,98.4,115
2024-01-01 11:16:00,143.32,48.74,8.445,2285.3,1.923,68.2,115
2024-01-01 11:17:00,153.22,59.86,8.757,2284.4,1.76,26.2,130
2024-01-01 11:18:00,138.56,58.84,8.337,2166.5,0.698,39.6,100
2024-01-01 11:19:00,159.66,46.6,8.192,2268.7,2.174,75.8,130
2024-01-01 11:20:00,142.68,47.68,8.49,2161.9,1.898,71.5,115
2024-01-01 11:21:00,153.33,34.88,8.391,2258.8,1.472,98.5,130
2024-01-01 11:22:00,127.86,34.31,8.554,2258.3,0.748,95.1,90
2024-01-01 11:23:00,156.33,46.4,8.147,2279.4,2.42,67.2,130
2024-01-01 11:24:00,156.69,35.07,8.564,2390.1,0.682,99.5,130
2024-01-01 11:25:00,157.24,34.63,8.543,2476.2,0.675,95.2,130
2024-01-01 11:26:00,144.4,47.17,8.285,2292.5,0.59,69.0,115
2024-01-01 11:27:00,155.82,35.44,7.9,2247.0,1.233,97.3,130
2024-01-01 11:28:00,145.63,47.63,8.696,2171.1,1.315,74.4,115
2024-01-01 11:29:00,122.85,46.64,7.716,2079.5,1.346,77.2,90
2024-01-01 11:30:00,135.79,47.45,7.817,2330.5,0.92,65.9,100
2024-01-01 11:31:00,148.09,35.11,8.267,2343.9,1.303,97.7,115
2024-01-01 11:32:00,154.16,59.1,7.197,2352.9,1.629,16.1,130
2024-01-01 11:33:00,135.38,59.57,8.817,2133.7,0.576,36.3,100
2024-01-01 11:34:00,155.52,58.71,8.206,2340.4,2.679,31.1,130
2024-01-01 11:35:00,134.29,61.43,8.816,2165.1,0.508,29.5,100
2024-01-01 11:36:00,156.69,35.61,8.922,2324.6,1.349,98.9,130
2024-01-01 11:37:00,143.3,34.86,8.138,2160.0,0.578,97.4,115
2024-01-01 11:38:00,158.33,46.7,8.74,2238.5,1.27,70.7,130
2024-01-01 11:39:00,126.57,58.04,7.776,2096.3,2.117,31.0,90
2024-01-01 11:40:00,152.66,48.15,8.373,2217.2,2.329,67.9,130
2024-01-01 11:41:00,149.25,48.07,8.011,2180.0,0.6,78.5,115
2024-01-01 11:42:00,155.42,60.09,8.479,2312.4,1.095,27.8,130
2024-01-01 11:43:00,133.19,47.26,8.553,2176.5,0.749,75.0,100
2024-01-01 11:44:00,127.76,45.99,8.136,2159.3,2.217,68.8,90
2024-01-01 11:45:00,146.24,34.54,8.418,2129.8,1.397,97.0,115
